entity	type	label_pt	comment_pt	label_en	comment_en	wikidata
Tapauá	Municipalities_in_Amazonas_(Brazilian_state)	Tapauá	Tapauá é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Sul Amazonense e Microrregião do Purus, localiza-se a sul de Manaus, capital do estado, distando desta cerca de 565 quilômetros. Sua população, estimada pelo Instituto Brasileiro de Geografia e Estatística (IBGE) em 2015, era de 19 077 habitantes, sendo assim o trigésimo quarto município mais populoso do estado do Amazonas. Seu Índice de Desenvolvimento Humano (IDH) é de 0.502, de acordo com dados de 2010, o que é considerado médio pelo PNDU.	Tapauá	Tapauá is a municipality located in the Brazilian state of Amazonas. Its population was 17,693 (2005) and its area is 89,324 km², making it the third largest municipality in Amazonas and the fifth largest in Brazil.	
Tapurah	Municipalities_in_Mato_Grosso	Tapurah	Tapurah é um município brasileiro do estado de Mato Grosso. Localizado na Mesorregião do Norte Mato-Grossense e na Microrregião de Alto Teles Pires.	Tapurah	Tapurah is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Tarauacá	Municipalities_in_Acre_(state)	Tarauacá	Tarauacá é um município brasileiro localizado no noroeste do estado do Acre. Está distante 400 km da capital do estado, Rio Branco. Sua população, de acordo com estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE), era de 38 201 habitantes em 2014, o que a coloca na posição de 4ª mais populosa de seu estado. Ocupa o terceiro lugar entre os municípios do estado em extensão territorial, com uma área de 15.553,43 km².	Tarauacá	Tarauacá is a municipality located in the northwest of the Brazilian state of Acre. Tarauacá has a population of 35,526 people and has an area 20,171 square kilometers (7,788 sq mi).	
Tartarugalzinho	Municipalities_in_Amapá	Tartarugalzinho	Tartarugalzinho é um município brasileiro localizado no leste do estado do Amapá. Sua população, de acordo com estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE), era de 15.212 habitantes em 2015	Tartarugalzinho	Tartarugalzinho (Big Tartarugal) is a municipality located in the east of the state of Amapá in Brazil. Its population is 12,563 and its area is 6,712 square kilometres (2,592 sq mi). Tartarugalzinho is located 230 kilometres (140 mi) from the state capitol of Macapá. It was established as a municipality on December 17, 1987.	
Tasso_Fragoso	Municipalities_in_Maranhão	Tasso Fragoso (Maranhão)	Tasso Fragoso é um município brasileiro situado no extremo sul do estado do Maranhão. Sua população estimada em 1 de julho de 2005 era de 6.516 habitantes. O seu nome é em homenagem ao general e ex-Presidente da República do Brasil, Augusto Tasso Fragoso.	Tasso Fragoso	Tasso Fragoso is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Tefé	Municipalities_in_Amazonas_(Brazilian_state)	Tefé	Tefé é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Centro Amazonense e Microrregião de mesmo nome, sua população, de acordo com estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE) em 2015, era de 62 444 habitantes. Sua área territorial é de 23.808 km2, sendo o quadragésimo oitavo maior município do Brasil em área e o vigésimo terceiro do Amazonas. Está distante 523 km de Manaus, capital do estado, e 2.304 km de Brasília, capital nacional.	Tefé	Tefé (Teffé in early accounts) is a municipality in the state of Amazonas, northern Brazil.	
Teixeirópolis	Municipalities_in_Rondônia	Teixeirópolis	Teixeirópolis é um município brasileiro do estado de Rondônia.	Teixeirópolis	Teixeirópolis is a municipality located in the Brazilian state of Rondônia. Its population was 5,852 (2005) and its area is 460 km², which makes it the smallest municipality in that state.	
Terra_Alta,_Pará	Municipalities_in_Pará	Terra Alta (Pará)	Terra Alta é um município brasileiro do estado do Pará. Localiza-se à latitude 01º02'28 sul e à longitude 47º54'27 oeste, com altitude de 35 metros. Sua população estimada em 2004 era de 9.842 habitantes.	Terra Alta, Pará	Terra Alta, Pará is a municipality in the state of Pará in the Northern region of Brazil. As of 2010, the municipality had a population of 10,254.	
Terra_Nova_do_Norte	Municipalities_in_Mato_Grosso	Terra Nova do Norte	Terra Nova do Norte é um município brasileiro do estado de Mato Grosso.	Terra Nova do Norte	Terra Nova do Norte is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Terra_Santa	Municipalities_in_Pará	Terra Santa (Pará)	Terra Santa é um município brasileiro do estado do Pará, pertencente à Mesorregião do Baixo Amazonas. Localiza-se no norte brasileiro, a uma latitude 02º06'15 sul e longitude 56º29'13 oeste.	Terra Santa	Terra Santa is a municipality in the state of Pará in the Northern region of Brazil. The municipality contains part of the Saracá-Taquera National Forest, a 441,283 hectares (1,090,430 acres) sustainable use conservation unit created in 1989.	
Tesouro	Municipalities_in_Mato_Grosso	Tesouro (Mato Grosso)	Tesouro é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 16º04'45 sul e a uma longitude 53º33'09 oeste, estando a uma altitude de 410 metros. Sua população estimada em 2014 era de 3 498 habitantes. Possui uma área de 4031,21 km². Cuiabá deu origem ao município de Araguaya (depois extinto), que deu origem a Registro do Araguaya (depois extinto), que deu origem a Santa Rita do Araguaya (depois extinto), do qual originou-se Lajeado (depois Guiratinga), que deu origem ao município de Tesouro.	Tesouro	Tesouro is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Theobroma,_Rondônia	Municipalities_in_Rondônia	Theobroma	Theobroma é um município brasileiro do estado de Rondônia. Localiza-se a uma latitude 10º14'20 sul e a uma longitude 62º21'30 oeste, estando a uma altitude de 205 metros. Sua população estimada em 2010 era de 10.644 habitantes. Possui uma área de 2.199,865 km².	Theobroma, Rondônia	Theobroma is a municipality located in the Brazilian state of Rondônia. Its population was 11,347 (2015) and its area is 2,197 km².	
Timbiras	Municipalities_in_Maranhão	Timbiras (Maranhão)	Timbiras é um município brasileiro do estado do Maranhão.	Timbiras	Timbiras is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Timon,_Maranhão	Municipalities_in_Maranhão	Timon	Timon é um município brasileiro do estado do Maranhão, com uma população de 164,869 habitantes, segundo estimativa do Instituto Brasileiro de Geografia e Estatística (IBGE) de 2014. Está conurbado à capital do vizinho estado do Piauí, Teresina, fazendo parte da Região Integrada de Desenvolvimento da Grande Teresina.	Timon, Maranhão	Timon is a Brazilian municipality in the State of Maranhão. The population is 164,869 (2015) and the total area is 1765 km2. located at 5°5′38″S 42°50′13″W﻿ / ﻿5.09389°S 42.83694°W. It is located on the Parnaíba river which forms a natural border with the neighboring city of Teresina, capital of the Piauí state.	
Tocantinópolis	Municipalities_in_Tocantins	Tocantinópolis	Tocantinópolis é um município brasileiro do estado do Tocantins, situado às margens do rio que nomeia o estado.	Tocantinópolis	Tocantinópolis is a municipality in the state of Tocantins in the Northern region of Brazil.	
Tocantínia	Municipalities_in_Tocantins	Tocantínia		Tocantínia	Tocantínia is a municipality in the state of Tocantins in the Northern region of Brazil.	
Tomé-Açu	Municipalities_in_Pará	Tomé-Açu	Tomé-Açu é um município brasileiro do estado do Pará, pertencente a Mesorregião do Nordeste Paraense e município pólo da Microrregião de Tomé-Açu.	Tomé-Açu	Tomé-Açu is a municipality in the state of Pará in the Northern region of Brazil.	
Tonantins	Municipalities_in_Amazonas_(Brazilian_state)	Tonantins	Tonantins é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Sudoeste Amazonense e Microrregião do Alto Solimões, localiza-se a sudoeste de Manaus, capital do estado, distando desta cerca de 872 quilômetros. Sua população, estimada pelo IBGE em 2014, era de 18 322 habitantes, sendo assim o quadragésimo segundo município mais populoso do estado do Amazonas. Seu Índice de Desenvolvimento Humano (IDH) é de 0.548, de acordo com dados de 2010, o que é considerado baixo pelo PNDU.	Tonantins	Tonantins is a municipality located in the Brazilian state of Amazonas. Its population was 18,830 as of 2005 and its area is 6,433 km². The municipality contains parts of the Jutaí-Solimões Ecological Station.	
Torixoréu	Municipalities_in_Mato_Grosso	Torixoréu	Torixoréu é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 16º11'58 sul e a uma longitude 52º33'20 oeste, estando a uma altitude de 335 metros. Sua população em 2010 era de 4.071 habitantes.Possui uma área de 2.399,459 e  km² . Está em conurbação com o município de Baliza, em Goiás.	Torixoréu	Torixoréu is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Tracuateua	Municipalities_in_Pará	Tracuateua	Tracuateua é um município brasileiro do estado do Pará. O nome do município tem origem na palavra indígena tracuá (uma espécie de formiga) e Teua (terra)	Tracuateua	Tracuateua is a municipality in the state of Pará in the Northern region of Brazil. The municipality contains the larger part of the 27,864 hectares (68,850 acres) Tracuateua Marine Extractive Reserve, a sustainable use conservation unit created in 2005.	
Trairão	Municipalities_in_Pará	Trairão	Trairão é um município brasileiro do estado do Pará, pertencente à Mesorregião do Sudoeste Paraense. Localiza-se no norte brasileiro, a uma latitude 04º34'28 sul e a uma longitude 55º56'37 oeste.	Trairão	Trairão is a municipality in the state of Pará in the Northern region of Brazil. The municipality contains part of the Trairão National Forest, in which logging is permitted subject to a management plan.It contains part of the 724,965 hectares (1,791,430 acres) Altamira National Forest, a sustainable use conservation unit created in 1998.It contains part of the Itaituba I and Itaituba II national forests, both established in 1998, which have a combined area of 610,472 hectares (1,508,510 acres).It also contains part of the Jamanxim National Park, a fully protected area.	
Trizidela_do_Vale	Municipalities_in_Maranhão	Trizidela do Vale	Trizidela do Vale é um município brasileiro do estado do Maranhão. Trizidela do Vale era um bairro do município de Pedreiras, que foi emancipado a cidade em 10 de novembro de 1994. Forma, com a vizinha Pedreiras, uma conurbação de aproximadamente 60 mil habitantes, dividas pelo Rio Mearim, através da ponte metálica Francisco Sá. É município integrante da Região de Planejamento do Médio Mearim.	Trizidela do Vale	Trizidela do Vale is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Tucumã,_Pará	Municipalities_in_Pará	Tucumã (Pará)	Tucumã é um município brasileiro do interior do estado do Pará. Está localizado na Mesorregião do Sudeste Paraense e na Microrregião de São Félix do Xingu, na região sul do estado, distando da capital cerca de 750 km. A sede municipal fica às margens da Rodovia PA-279. Segundo estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE), o município tinha uma população de 36 674 habitantes em 2014. Seu PIB, em 2010, era de 305.967,833 mil. Segundo o PNUD/2000 o IDH do município de 0,747, é médio e sua renda per capita em 2010 era de 9.092,35.	Tucumã, Pará	Tucumã is a municipality in the state of Pará in the Northern region of Brazil.	
Tucuruí	Municipalities_in_Pará	Tucuruí	Tucuruí é um município brasileiro do estado do Pará. Localiza-se na microrregião de Tucuruí e na Mesorregião do Sudeste Paraense. O município é famoso por abrigar a maior usina hidrelétrica totalmente brasileira e a quarta do mundo: a Usina Hidrelétrica Tucuruí, construída e operada desde 22 de novembro de 1984 pela Eletronorte. Segundo estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE), em 2015 o município possuía 107 189 habitantes e 2 086 km² de área.	Tucuruí	Tucuruí is a municipality in the state of Pará in the Northern region of Brazil. The city is served by Tucuruí Airport. The name Tucuruí is a Tupi word that means river of ants or river of locusts. It's the concatenation of two tupi words: tukura (ants, locusts) and 'y (water).The city is very famous because of its colossal Dam, the Tucuruí Dam which is administered by Eletrobrás Eletronorte - the constructor company of this large infrastructure project.	
Tufilândia	Municipalities_in_Maranhão	Tufilândia	Tufilândia é um município brasileiro do estado do Maranhão. Fica a aproximadamente 280 km da capital, São Luís.	Tufilândia	Tufilândia is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Tuntum	Municipalities_in_Maranhão	Tuntum	Tuntum é um município brasileiro do estado do Maranhão.	Tuntum	Tuntum is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Tupirama	Municipalities_in_Tocantins	Tupirama	Tupirama é um município brasileiro do estado do Tocantins.	Tupirama	Tupirama is a municipality in the state of Tocantins in the Northern region of Brazil.	
Tupiratins	Municipalities_in_Tocantins	Tupiratins	Tupiratins é um município brasileiro do estado do Tocantins.	Tupiratins	Tupiratins is a municipality in the state of Tocantins in the Northern region of Brazil.	
Turiaçu	Municipalities_in_Maranhão	Turiaçu	Turiaçu é um município brasileiro do estado do Maranhão. Tem uma população de 33.933 habitantes (Censo 2010). A sede do município de Turiaçu está localizada à margem esquerda do rio Carapanaí ou São João. Vale ressaltar que o rio Turiaçu não banha a sede do município, o rio deságua na Baía de mesmo nome.	Turiaçu	Turiaçu is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Turilândia	Municipalities_in_Maranhão	Turilândia	Turilândia é um município brasileiro do estado do Maranhão. Possui 22.846 habitantes (Censo 2010).	Turilândia	Turilândia is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Tutóia	Municipalities_in_Maranhão	Tutóia	Tutoia é um município brasileiro do estado do Maranhão. Sua população estimada em 2010 pelo IBGE foi de 52.711 habitantes. Localizada na microrregião do Baixo Parnaíba, composta por praias, mangues, dunas, lagos e rios.	Tutóia	Tutóia is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Uarini	Municipalities_in_Amazonas_(Brazilian_state)	Uarini	Uarini é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Faz parte da Mesorregião do Centro Amazonense e da Microrregião de Tefé. Sua população, de acordo com estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE), era de 13 121 habitantes em 2015.	Uarini	Uarini is a municipality located in the Brazilian state of Amazonas. Its population was 13,190 (2005) and its area is 10,246 km².	
Uiramutã	Municipalities_in_Roraima	Uiramutã	Uiramutã é um município do nordeste do estado de Roraima, sendo o município mais setentrional do Brasil. Abrigando grandes reservas indígenas e um Parque Nacional, e submetido à condição de fronteira tríplice com Guiana e Venezuela, Uiramutã sedia o 6º Pelotão Especial de Fronteira do Exército Brasileiro.	Uiramutã	Uiramutã is a municipality located in the northeast of the state of Roraima in Brazil. Its population is 9,309 (as of 2014) and its area is 8,066 km². It is the northernmost city in Brazil, with Monte Caburaí being the northernmost point. West of this mountain, there is also the Monte Roraima, the tallest mountain in Roraima and in Guyana, located in the triple frontier of Brazil, Guyana and Venezuela. Still, Uiramutã holds the title of the northernmost urban seat of a municipality in Brazil. Its counterparts in the South, West and East are respectively Chuí, state of Rio Grande do Sul; Mâncio Lima, Acre; and João Pessoa, Paraíba.	
Ulianópolis	Municipalities_in_Pará	Ulianópolis	Ulianópolis é um município brasileiro do estado do Pará, pertencente à mesorregião do Sudeste Paraense e microrregião de Paragominas. Localiza-se no norte brasileiro, a uma latitude 06º06'06 sul e longitude 49º35'53 oeste, na região do Rio Capim, as margens da Rodovia BR-010, que liga Belém a Brasília..	Ulianópolis	Ulianópolis is a municipality in the state of Pará in the Northern region of Brazil.	
União_do_Sul	Municipalities_in_Mato_Grosso	União do Sul	União do Sul é um município brasileiro do estado de Mato Grosso.	União do Sul	União do Sul is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Urbano_Santos	Municipalities_in_Maranhão	Urbano Santos	Urbano Santos é um município brasileiro do leste do estado do Maranhão. Sua população estimada em 2014 segundo o IBGE era de 31.840 habitantes.	Urbano Santos	Urbano Santos is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Uruará	Municipalities_in_Pará	Uruará	Uruará é um município brasileiro do estado do Pará, pertencente à mesorregião do Sudeste Paraense e microrregião de Parauapebas. Localiza-se no norte brasileiro, a uma latitude 03º43'03 sul e longitude 53º44'12 oeste. Tem recebido diversos investimentos, que vem fazendo sua economia evoluir.	Uruará	Uruará is a municipality in the state of Pará in the Northern region of Brazil.	
Urucará	Municipalities_in_Amazonas_(Brazilian_state)	Urucará	Urucará é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Centro Amazonense e Microrregião de Parintins, está situado ao leste de Manaus, capital do estado. Sua população, de acordo com estimativas de 2015 do Instituto Brasileiro de Geografia e Estatística (IBGE), é de 17 163 habitantes.	Urucará	Urucará is a municipality in the Brazilian state of Amazonas. Its population was 22,639 (2005) and its area is 27,905 km². The municipality contains part of the 938,720 hectares (2,319,600 acres) Uatumã Biological Reserve, a strictly protected conservation unit created in 2002.	
Urucurituba	Municipalities_in_Amazonas_(Brazilian_state)	Urucurituba	Urucurituba é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente a Mesorregião do Centro Amazonense e Microrregião de Itacoatiara, sua população estimada em 2015 pelo Instituto Brasileiro de Geografia e Estatística (IBGE) era de 21 140 habitantes, fazendo do município o trigésimo quinto mais populoso do estado.	Urucurituba	Urucurituba is a municipality located in the Brazilian state of Amazonas. Its population was 8,988 (2005) and its area is 2,907 km².	
Urupá	Municipalities_in_Rondônia	Urupá	Urupá é um município brasileiro do estado de Rondônia.	Urupá	Urupá is a municipality located in the Brazilian state of Rondônia. Its population was 13,293 (2015) and its area is 832 km2.	
Vale_de_São_Domingos	Municipalities_in_Mato_Grosso	Vale de São Domingos	Vale de São Domingos é um município brasileiro do estado de Mato Grosso. Segundo o censo do IBGE de 2009, o município conta com 2.955 habitantes.	Vale de São Domingos	Vale de São Domingos is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Vale_do_Anari	Municipalities_in_Rondônia	Vale do Anari	Vale do Anari é um município brasileiro do estado de Rondônia. Localiza-se a uma latitude 09º51'47 sul e a uma longitude 62º11'08 oeste, estando a uma altitude de 140 metros. Sua população estimada em 2010 era de 10 682 habitantes. Possui uma área de 3136,35 km².	Vale do Anari	Vale do Anari is a municipality located in the Brazilian state of Rondônia. Its population was 10,471 (2005) and its area is 3,135 km².	
Vale_do_Paraíso,_Rondônia	Municipalities_in_Rondônia	Vale do Paraíso (Rondônia)	Vale do Paraíso é um município brasileiro do estado de Rondônia. Localiza-se a uma latitude 10º26'52 sul e a uma longitude 62º08'03 oeste, estando a uma altitude de 204 metros. Sua população estimada em 2010 era de 8.218 habitantes. Possui uma área de 967,235 km².	Vale do Paraíso, Rondônia	Vale do Paraíso is a municipality located in the Brazilian state of Rondônia. Its population was 8,231 (2015) and its area is 966 km².	
Vargem_Grande	Municipalities_in_Maranhão	Vargem Grande	Vargem Grande é um município brasileiro do estado do Maranhão. Sua população é de 50 mil habitantes (2011).	Vargem Grande	Vargem Grande is a city in Maranhão state. Its population is 54,845 (2015) and its total area is 1,958 km2.	
Vera,_Mato_Grosso	Municipalities_in_Mato_Grosso	Vera (Mato Grosso)	Vera é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 12º18'21 sul e a uma longitude 55º19'01 oeste, estando a uma altitude de 383 metros. Sua população estimada em 2014 era de 10 650 habitantes. Possui uma área de 2.989,11 km². O município de Vera pertencia até 1986 a Sinop. Nesse ano foi emancipado de Sinop, tendo incorporado área territorial do município de Paranatinga. De Vera foi desmembrado o município de Feliz Natal, criado em 1995. A economia de Vera baseia se no cultivo de grãos,pecuária e extração vegetal.	Vera, Mato Grosso	Vera is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Viana,_Maranhão	Municipalities_in_Maranhão	Viana (Maranhão)	Viana é um município brasileiro localizado na microrregião da Baixada Maranhense, estado do Maranhão. Sua população em 2012 foi estimada pelo IBGE (Instituto Brasileiro de Geografia e Estatística) em 50.257 habitantes, distribuídos em 1.162 km² de área.	Viana, Maranhão	Viana is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Vigia,_Pará	Municipalities_in_Pará	Vigia (Pará)	Vigia é um município brasileiro do estado do Pará. Localizado na Mesorregião do Nordeste Paraense e na Microrregião do Salgado.	Vigia, Pará	Vigia is a municipality in the northeastern part of the state of Pará, Brazil. The town was founded on 16 January 1616. The population is 51,173 (2015 est.) in an area of 539.08 km².	
Vila_Bela_da_Santíssima_Trindade	Municipalities_in_Mato_Grosso	Vila Bela da Santíssima Trindade	Vila Bela da Santíssima Trindade é um município brasileiro do estado de Mato Grosso. Sua população, de acordo com estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE), era de 15 138 habitantes em 2014.	Vila Bela da Santíssima Trindade	Vila Bela da Santíssima Trindade is a Brazilian municipality in Mato Grosso with 14,523 (2009) inhabitants. It is located at upper Guaporé River close to the border with Bolivia. It served as the capital of the Captaincy of Mato Grosso from 1752 to 1820. The town serves as a hub for trips to the Amazon jungle along the upper Guaporé River and the nearby nature reserve Parque Estadual da Serra de Ricardo Franco. One of the main attractions of the latter is the  Cascata dos Namorados (engl. Valentine Cascades).	
Vila_Nova_dos_Martírios	Municipalities_in_Maranhão	Vila Nova dos Martírios	Vila Nova dos Martírios é um município brasileiro do estado do Maranhão. Sua população é de 13.958 habitantes (Censo 2015).	Vila Nova dos Martírios	Vila Nova dos Martírios is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Vila_Rica,_Mato_Grosso	Municipalities_in_Mato_Grosso	Vila Rica (Mato Grosso)	Vila Rica é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 10º00'42 sul e a uma longitude 51º06'59 oeste, estando a uma altitude de 280 metros. Sua população estimada em 2013 era de 23.057 habitantes. A principal fonte de renda do município é a pecuária, o município atualmente é a a 5° maior cidade em rebanho bovino do estado e a 17° maior do país. Destaca-se por ser umas das localidades do Baixo Araguaia que mais cresceu nos últimos anos.	Vila Rica, Mato Grosso	Vila Rica is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Vilhena	Municipalities_in_Rondônia	Vilhena	Vilhena é um município brasileiro do estado de Rondônia. Sua população está estimada em 99 745, segundo dados de 2016 do Instituto Brasileiro de Geografia e Estatística (IBGE), sendo o quarto município mais populoso de Rondônia 201x201x196x173x . O nome Vilhena foi denominado por Cândido Rondon em homenagem ao engenheiro maranhense chefe da Organização Telegráfica Pública Álvaro Coutinho de Melo Vilhena. Este, em 1908, foi nomeado pelo Presidente da República Diretor Geral dos Telégrafos.	Vilhena	Vilhena is the easternmost municipality in the Brazilian state of Rondônia. Its population was 77,937 (IBGE-2011) and its area is 11,519 km². It is the fifth-largest city in Rondônia and has the best HDI in the state (0,771 - UNDP/2000). According to IBGE-2008, Vilhena also had a GDP of R$1,109,445,514 (approximately US$700 million), which represented a GDP per capita of R$16,218.18 (around US$10,000,00)	
Viseu,_Pará	Municipalities_in_Pará	Viseu (Pará)	Viseu é um município brasileiro do estado do Pará. Localiza-se a uma latitude 01º11'48 sul e a uma longitude 46º08'24 oeste, estando a uma altitude de 15 metros. Sua população estimada em 2016 era de 59.401 habitantes segundo o IBGE.Possui uma área de 4.915,073 km² e, portanto, densidade demográfica de 12,09 hab./km². A maioria da sua população (45.582 pessoas) é adepta da religião Católica, segundo o Instituto Brasileiro de Geografia e Estatística (IBGE). O IDH municipal é de 0,515. As terras viseuenses foram descobertas por volta de 24 de junho de 1531 pelo navegador Diogo Leite.	Viseu, Pará	Viseu is the easternmost municipality in the Brazilian state of Pará.	
Vitorino_Freire	Municipalities_in_Maranhão	Vitorino Freire	Vitorino Freire é um município brasileiro pertencente à Microrregião de Pindaré no estado do Maranhão.	Vitorino Freire	Vitorino Freire is a municipality in the state of Maranhão in the Northeast region of Brazil. This municipality is named after senator Vitorino de Brito Freire. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Vitória_do_Jari	Municipalities_in_Amapá	Vitória do Jari	Vitória do Jari é um município no Estado do Amapá, na mesorregião do Sul do Amapá e microrregião de Mazagão. A população estimada em IBGE 2010 era de 12.445 habitantes (recenseada e estimada) e a área é de 2.483 km², o que resulta numa densidade demográfica de 4,44 hab/km². Seus limites são Mazagão ao norte, Laranjal do Jari a noroeste e Gurupá (PA) ao sul.	Vitória do Jari	Vitória do Jari (Jari's Victory) is a municipality located in the southernmost tip of the state of Amapá in Brazil. Its population is 11,253 and its area is 2,483 km².	
Vitória_do_Mearim	Municipalities_in_Maranhão	Vitória do Mearim	Vitória do Mearim é um município brasileiro do estado do Maranhão. Sua população é de de 30.935 habitantes (Censo 2007).	Vitória do Mearim	Vitória do Mearim is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Vitória_do_Xingu	Municipalities_in_Pará	Vitória do Xingu	Vitória do Xingu é um município brasileiro do estado do Pará. Localiza-se a uma latitude 02º52'48 sul e a uma longitude 52º00'36 oeste, estando a uma altitude de 0 metros. Sua população estimada em 2010 era de 13.431 habitantes.Possui uma área de 3.135,2 km².	Vitória do Xingu	Vitória do Xingu is a municipality in the state of Pará in the Northern region of Brazil.	
Várzea_Grande,_Mato_Grosso	Municipalities_in_Mato_Grosso	Várzea Grande (Mato Grosso)	Várzea Grande (pronúncia IPA: [vɐrzeaˈɡɾɐɲde]) é um município brasileiro do estado de Mato Grosso. É a segunda cidade mais populosa do estado, a 7ª mais populosa do Centro-Oeste, a 100ª cidade mais populosa do Brasil e está em conurbação com Cuiabá, na qual é separada pelo Rio Cuiabá. Pertence à Região Metropolitana do Vale do Rio Cuiabá. Além de 3º maior PIB de seu estado e o 148º maior do país.	Várzea Grande, Mato Grosso	Várzea Grande (Mato Grosso) is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Wanderlândia	Municipalities_in_Tocantins	Wanderlândia	Wanderlândiaé um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 06º50'57 sul e a uma longitude 47º57'47 oeste, estando a uma altitude de 257 metros. Sua população estimada em 2008 era de 9554 habitantes e possui uma área de 1378,81 km².	Wanderlândia	Wanderlândia is a municipality in the state of Tocantins in the Northern region of Brazil.	
Xambioá,_Tocantins	Municipalities_in_Tocantins	Xambioá	Xambioá é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 06º24'40 sul e a uma longitude 48º32'11 oeste, estando situada na margem direita do Rio Araguaia, a uma altitude de 141 metros. Sua população estimada em 2007 era de 10.856 habitantes. Xambioá forma uma conurbação com a cidade de São Geraldo do Araguaia (PA), que fica localizada na margem esquerda do Rio Araguaia. O nome do município é um termo indígena que significa Pássaro veloz.	Xambioá, Tocantins	Xambioá is a municipality in the state of Tocantins in the Northern region of Brazil.	
Xapuri	Municipalities_in_Acre_(state)	Xapuri	Xapuri é um município brasileiro localizado no interior do estado do Acre. Situa-se na microrregião de Brasileia, mesorregião do Vale do Acre. Cidade Histórica, Xapuri é considerada o berço da Revolução Acriana e o símbolo do Movimento Ambientalista Mundial. É conhecida também por seu filho mais ilustre, o seringueiro e líder sindical Chico Mendes, que viveu toda a sua vida na cidade.	Xapuri	Xapuri (Portuguese pronunciation: [ʃapuˈɾi]) is a municipality located in the southeast of the Brazilian state of Acre. It was the scene of an early bloodless victory during the war to make Acre independent of Bolivia. The town is known as the birthplace of the rubber tapper and environmentalist Chico Mendes.	
Xinguara	Municipalities_in_Pará	Xinguara	Xinguara é um município brasileiro do estado do Pará. Localiza-se a uma latitude 07º05'42 sul e a uma longitude 49º56'45 oeste, estando a uma altitude de 279 metros. Sua população estimada pelo IBGE em 2014 é de 42.465 habitantes. Possui uma área de 5779,412 km² .	Xinguara	Xinguara is a municipality in the state of Pará in the Northern region of Brazil.	
